Date,ISO Week,Reporting week,Time (A),State,LGA,Village,Road,Lat,Long,Description,Incident type,Incident Category,Threat Category,Perpetrator,Target,Fatality
4/26/2021,18,23.04.2021 - 29.04.2021,13:00,BORNO,GWOZA,KWATARA,GWOZA - MADAGALI RD,11.02299976,13.68010044,"OAG operatives with rifles *ambush* a GF/NA convoy in transit along the road prompting GF to return fire. The exchange lasted for several minutes until GF retreated to Gwoza town. Reportedly, during the armed clash, the operatives shot and injured one GF/NA and one CJTF members.",Ambush,Attack,Armed Conflict,OAG,Government Forces,0
4/26/2021,18,23.04.2021 - 29.04.2021,16:00,BORNO,KAGA,MAINUK,,11.82987499,12.63098907,GF/NA arrested a male civilian suspected to have links with OAGs.,Arrest/Detention,Confine,Armed Conflict,Government Forces,OAG,0
4/26/2021,18,23.04.2021 - 29.04.2021,18:00,BORNO,GWOZA,GWOZA,,11.08308983,13.69416428,"OAG operatives with rifles aboard several vehicles and motorcycles infiltrated the town through GSS IDP camp prompting  GF/NA stationed in the area to return fire. The exchange lasted for several minutes until the operatives retreated. Reportedly, during the armed clash, the operatives shot and injured two GF members and one vigilante members. Two NGO staffs sustained injuries while running to the humanitarian hub. Additionally, two male civilians, two children and a male IDP were injured by stray bullets.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
4/26/2021,18,23.04.2021 - 29.04.2021,18:00,BORNO,NGALA,WULGO,,12.48309994,14.18299961,"OAG operatives with rifles and RPGs aboard vehicles mounted with HMGs attacked a GF/NA position, prompting GF to return fire. The exchange lasted for several minutes until the operatives retreated. During the armed clash, GF shot and killed at least three operatives, destroyed at least three OAG vehicles and seized one OAG vehicle, weapons and ammunitions.",Coordinated attack,Attack,Armed Conflict,OAG,Government Forces,0
4/26/2021,18,23.04.2021 - 29.04.2021,21:00,BORNO,MMC/JERE,MAIDUGURI,,11.83390045,13.09700012,Criminals armed with handguns robbed POS operators of money. ,Armed Robbery,Theft,Criminality,Criminals,Civilians,0
4/26/2021,18,23.04.2021 - 29.04.2021,U/N,ADAMAWA,NUMAN,NUMAN,,9.459844589,12.03592873,Criminals *burlary* a residence at night and *theft / mugging* foodstuff and valuables.,Burglary,Theft,Criminality,Criminals,Civilians,0
4/26/2021,18,23.04.2021 - 29.04.2021,U/N,BORNO,NGANZAI,GAJIRAM,,12.49110031,13.21220016,GF/CJTF arrested three male civilians suspected of deliberately setting fires that destroyed IDPs shelters in the town.,Arrest/Detention,Confine,Criminality,Government Forces,Criminals,0
4/27/2021,18,23.04.2021 - 29.04.2021,02:00,BORNO,NGALA,GAMBORU,,12.35900021,14.20950031,"OAG operatives with rifles attached this area, prompting GF/CJTF stationed nearby to return fire. The exchange lasted for several minutes until the operatives retreated. No casualties were reported.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
4/27/2021,18,23.04.2021 - 29.04.2021,02:00,BORNO,BAMA,BANKI,,11.25139999,14.14820004,"OAG operatives with rifles infiltrated an IDP camp and robbed IDPs of foodstuff, bicycles, and other valuables. While the operatives were exiting the camp, GF/CJTF members stationed near the camp sighted and engaged them until the operatives retreated with the *theft / mugging*n items.",Theft/Mugging,Theft,Terrorism,OAG,Civilians,0
4/27/2021,18,23.04.2021 - 29.04.2021,03:00,GOMBE,AKKO,TUMFURE,,10.28491116,11.08339977,"Criminals armed with machetes **knife attack* attack* and knives *burglary* into four residences, robbed civilians of valuables and injured one male civilian for resisting.",Armed Robbery,Theft,Criminality,Criminals,Civilians,0
4/27/2021,18,23.04.2021 - 29.04.2021,05:00,ADAMAWA,MUBI NORTH,MUBI,,10.26595974,13.27225018,Criminals *burlary* a store in a school and *theft / mugging* building materials.,Burglary,Theft,Criminality,Criminals,Civilians,0
4/27/2021,18,23.04.2021 - 29.04.2021,08:00,BORNO,GWOZA,GWOZA,GWOZA - MADAGALI RD,11.08308983,13.69416428,GF/NA restricted vehicular movements along the road. The restriction was linked to GF operations in the general area.,Movement restriction,Rule,Hazardous,Government Forces,Civilians,0
4/27/2021,18,23.04.2021 - 29.04.2021,08:00,BORNO,GWOZA,PULKA,PULKA - GWOZA RD,11.22495747,13.78128242,GF/NA restricted vehicular movements along the road. The restriction was linked to GF operations in the general area.,Movement restriction,Rule,Hazardous,Government Forces,Civilians,0
4/27/2021,18,23.04.2021 - 29.04.2021,13:00,BORNO,MMC/JERE,MAIDUGURI,,11.83829975,13.18159962,Two male criminals riding a motorised tricycle *burlary* a shop and *theft / mugging* a generator while the shop owner was away.,Burglary,Theft,Criminality,Criminals,Civilians,0
4/27/2021,18,23.04.2021 - 29.04.2021,14:00,BORNO,NGANZAI,JIGALTA LAWANTI,MONGUNO - GAJIRAM RD,12.6001997,13.31760025,OAG operatives with rifles set up an *IVCP* along the road. They stopped a commercial vehicle loaded with foodstuff in transit and carjacked the vehicle and Kidnap/Kidnap/Abductionion the driver.,IVCP,Theft,Terrorism,OAG,Civilians,0
4/27/2021,18,23.04.2021 - 29.04.2021,16:00,ADAMAWA,LAMURDE,GYAWANA,,9.57159996,11.84770012,Two male criminals armed with knives fought and injured each other following a disagreement.,Knife attack,Attack,Criminality,Criminals,Criminals,0
4/27/2021,18,23.04.2021 - 29.04.2021,18:00,ADAMAWA,DEMSA,NASARAWO,,9.449859619,12.04751015,"A male criminal raped *SEA* a girl in an uncompleted building. Shortly after, GF/NPF arrested him.",SEA,Attack,Criminality,Criminals,Civilians,0
4/27/2021,18,23.04.2021 - 29.04.2021,20:00,GOMBE,GOMBE,GOMBE,,10.28406715,11.16526794,Three criminals armed with knives entered a shop and robbed one male civilian of money and injured him while resisting.,Armed Robbery,Theft,Criminality,Criminals,Civilians,0
4/27/2021,18,23.04.2021 - 29.04.2021,23:00,YOBE,GUJBA,BUNI YADI,,11.27612495,12.00770664,GF/NA fired at least 10 rounds of heavy *artillery engagement* projectiles towards the eastern outskirts of the town upon sighting OAG gathering. The operatives in large numbers remained in the area till about 0300hrs on 28.04.21,Artillery engagement,Attack,Armed Conflict,Government Forces,OAG,0
4/28/2021,18,23.04.2021 - 29.04.2021,01:00,BORNO,BIU,SABON LAYI,,10.73101139,12.21114063,"Criminals armed with machetes **knife attack* attack* rustled cattle and injured a herdsman while resisting.

",Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
4/28/2021,18,23.04.2021 - 29.04.2021,03:00,YOBE,DAMATURU,DAMATURU,,11.74699974,11.96080017,Criminals *burlary* a residence and *theft / mugging* mobile phones while the occupants were asleep.,Burglary,Theft,Criminality,Criminals,Civilians,0
4/28/2021,18,23.04.2021 - 29.04.2021,08:00,BORNO,GWOZA,GWOZA,GWOZA - MADAGALI RD,11.08308983,13.69416428,GF/NA restricted vehicular movements along the road. The restriction was linked to GF operations in the general area.,Movement restriction,Rule,Hazardous,Government Forces,Civilians,0
4/28/2021,18,23.04.2021 - 29.04.2021,08:00,BORNO,BIU,BURATAI,GUBJA - BIU RD,10.90629959,12.08909988,GF/NA restricted vehicular movements along the road. Reasons for the restriction are unknown.,Movement restriction,Rule,Hazardous,Government Forces,Civilians,0
4/28/2021,18,23.04.2021 - 29.04.2021,08:00,BORNO,GWOZA,PULKA,PULKA - GWOZA RD,11.22495747,13.78128242,GF/NA restricted vehicular movements along the road. The restriction was linked to GF operations in the general area.,Movement restriction,Rule,Hazardous,Government Forces,Civilians,0
4/28/2021,18,23.04.2021 - 29.04.2021,08:00,BORNO,KONDUGA,ALHAJIRI,KONDUGA - BAMA RD,11.5340004,13.61590004,GF/NA on patrol recovered an OAG road-planted IED and safely disposed of it via controlled detonation.,IED/UXO/ERW recovery,Rule,Armed Conflict,Government Forces,OAG,0
4/28/2021,18,23.04.2021 - 29.04.2021,12:00,YOBE,GUJBA,BUNI YADI,GUBJA - BIU RD,11.24263954,12.01560974,GF/NA restricted vehicular movements along the road for unknown reasons.,Movement restriction,Rule,Hazardous,Government Forces,Civilians,0
4/28/2021,18,23.04.2021 - 29.04.2021,18:00,BORNO,GWOZA,PAMBULA,,10.89049625,13.41896629,OAG operatives with rifles rustled cattle and  Kidnap/Abduction two herdsmen while herding on the outskirt of the town.,Kidnap/Abduction,Theft,Terrorism,OAG,Civilians,0
4/28/2021,18,23.04.2021 - 29.04.2021,18:00,ADAMAWA,MUBI NORTH,MADUGUBA,,10.21773529,13.45651722,Criminals armed with handguns Kidnap and Kidnap/Abductionionped two male civilians along a street. The victims were searching for an accommodation to sleep before proceeding with their journey the next day. The criminals demanded for a 1.5M Naira ransom.,Kidnap/Abduction,Confine,Criminality,Criminals,Civilians,0
4/28/2021,18,23.04.2021 - 29.04.2021,22:00,GOMBE,GOMBE,GOMBE,,10.28406715,11.16526794,‘Kalare’ gang members riding two motorcycles and armed with machetes **knife attack* attack* attacked and injured three male civilians sitting on a street for unknown reasons.,Knife attack,Attack,Criminality,Criminals,Civilians,0
4/28/2021,18,23.04.2021 - 29.04.2021,22:00,BORNO,KONDUGA,WUTURO,,11.63024044,13.38753986,Suspected OAG operatives entered a farm and *theft / mugging* crops.,Theft/Mugging,Theft,Terrorism,OAG,Civilians,0
4/29/2021,18,23.04.2021 - 29.04.2021,04:00,YOBE,GEIDAM,BOLOLO,,12.63188839,12.38666439,"Three male criminals *burlary* a shop and *theft / mugging* valuables. While leaving, nearby civilians apprehended *arrest* *arrest* them, recovered the *theft / mugging*n items and handed them over to GF/NPF.",Burglary,Theft,Criminality,Criminals,Civilians,0
4/29/2021,18,23.04.2021 - 29.04.2021,08:00,BORNO,BIU,BURATAI,GUBJA - BIU RD,10.90629959,12.08909988,GF/NA restricted vehicular movements along the road. Reasons for the restriction are unknown.,Movement restriction,Rule,Hazardous,Government Forces,Civilians,0
4/29/2021,18,23.04.2021 - 29.04.2021,10:00,BORNO,MMC/JERE,MAIDUGURI,,11.81690025,13.09809971,"Three male criminals armed with knives aboard a motorised tricycle disguised as passengers, robbed a POS operator of money when he boarded the tricycle.  They also injured him for resisting and abandoned him unconscious on the outskirts of Molai. At about 1400hrs, civilians arrived at the scene and moved him to a hospital for treatment.",Armed Robbery,Theft,Criminality,Criminals,Civilians,0
4/29/2021,18,23.04.2021 - 29.04.2021,12:00,BORNO,NGANZAI,GAJIRAM,MAIDUGURI - GAJIRAM RD,12.4847002,13.21049976,GF/NA restricted vehicular movements along the road following suspected OAG operatives sighting IVO Dabu village of Nganzai LGA.,Movement restriction,Rule,Hazardous,Government Forces,Civilians,0
4/29/2021,18,23.04.2021 - 29.04.2021,12:00,BORNO,BAMA,BULONGU,,11.43373013,13.79368019,OAG operatives with rifles shot and killed a male civilian that was fetching firewood while other civilians fled.,SAF attack,Attack,Terrorism,OAG,Civilians,0
4/29/2021,18,23.04.2021 - 29.04.2021,14:00,BORNO,KONDUGA,LAWANTI,,11.5850563,13.48062038,"OAG operatives with rifles *ambush* vigilantes that were escorting civilians to fetch firewood prompting the vigilantes to return fire. The exchange lasted for several minutes until the vigilantes retreated. Reportedly, during the armed clash, the operatives shot and killed one vigilante member, *theft / mugging* his gun and Kidnap/Kidnap/Abductionion another. Later in the day, vigilantes recovered the corpse of the killed vigilante.",Ambush,Attack,Armed Conflict,OAG,Government Forces,0
4/29/2021,18,23.04.2021 - 29.04.2021,14:00,BORNO,MAGUMERI,ARIRI,,12.08839989,12.84710026,"GF/NA *ambush* OAG operatives on several motorcycles while the operatives were crossing a secondary road, prompting the operatives to return fire. The exchange lasted for several minutes until the operatives retreated. During the armed clash, GF shot and killed six operatives and seized two OAG motorcycles and weaponry. During the attack, the operatives fired an RPG that landed in Magumeri town. The explosion killed three children and injured six others (two children, two females and two males).",Ambush,Attack,Armed Conflict,Government Forces,OAG,0
4/29/2021,18,23.04.2021 - 29.04.2021,15:00,BORNO,MAGUMERI,KARNOWA,MAIDUGURI - GAJIRAM RD,12.13949966,13.07359982,OAG operatives with rifles set up an *IVCP* along the road. They fired shots at two commercial vehicles in transit after the drivers refused to stop.,IVCP,Attack,Terrorism,OAG,Civilians,0
4/29/2021,18,23.04.2021 - 29.04.2021,18:00,YOBE,YUNUSARI,KANAMMA,,13.05580044,12.06019974,"OAG operatives with rifles aboard several light trucks mounted with HMGs infiltrated the town, attacked the GF/NA base and fired shots prompting GF to return fire. The exchange lasted for over an hour until the operatives retreated. During the armed clash, GF seized two OAG vehicles. While retreating, the operatives entered the town and set on fire two houses. No casualties were reported.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
4/29/2021,18,23.04.2021 - 29.04.2021,21:00,BORNO,MMC/JERE,MAIDUGURI,,11.83059978,13.16849995,"Criminals armed with handguns aboard a vehicle entered a POS shop and attempted to rob the male attendant of money, prompting him to raise alarm. Nearby civilians arrived at the scene and confronted the criminals prompting them to fire shots into the air and abandon their vehicle before leaving the area. GF/NPF deployed and recovered the vehicle together with a GF/NA uniform and a communication device.",Armed Robbery,Theft,Criminality,Criminals,Civilians,0
4/29/2021,18,23.04.2021 - 29.04.2021,21:00,BORNO,KONDUGA,KONDUGA,,11.65331173,13.41786957,"OAG operatives with rifles approached the town through Bazamri axis, prompting GF stationed at the location to exchange fire with them for several minutes until the operatives retreated. No casualties were reported.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
4/29/2021,18,23.04.2021 - 29.04.2021,21:00,BORNO,KONDUGA,WUTURO,,11.63024044,13.38753986,Suspected OAG operatives entered a farm and *theft / mugging* crops.,Theft/Mugging,Theft,Terrorism,OAG,Civilians,0
4/30/2021,18,30.04.2021 - 06.05.2021,02:00,YOBE,DAMATURU,DAMATURU,,11.74699974,11.96080017,Criminals *burlary* a residence and *theft / mugging* valuables while the occupants were asleep.,Burglary,Theft,Criminality,Criminals,Civilians,0
4/30/2021,18,30.04.2021 - 06.05.2021,03:00,YOBE,GUJBA,BUNI YADI,,11.27612495,12.00770664,A male criminal *burlary* a residence and *theft / mugging* foodstuff. Vigilantes apprehended *arrest* *arrest* the criminal and recovered the *theft / mugging*n items later that day. ,Burglary,Theft,Criminality,Criminals,Civilians,0
4/30/2021,18,30.04.2021 - 06.05.2021,08:00,BORNO,KONDUGA,NGAURAMARI,KONDUGA - BAMA RD,11.53190041,13.63389969,GF/NA EOD team recovered an OAG road-planted IED and safely disposed of it via controlled detonation.,IED/UXO/ERW recovery,Rule,Armed Conflict,Government Forces,OAG,0
4/30/2021,18,30.04.2021 - 06.05.2021,08:00,YOBE,GUJBA,BUNI YADI,GUBJA - BIU RD,11.27612495,12.00770664,GF/NA restricted vehicular movements along the road. The restriction was linked to GF operations in the general area.,Movement restriction,Rule,Hazardous,Government Forces,Civilians,0
4/30/2021,18,30.04.2021 - 06.05.2021,10:00,BORNO,DAMBOA,KOREDE LAWANTI,,11.05754566,12.54277992,OAG operatives with rifles and sticks flogged a male farmer that went to clear his farmland. They reportedly asked him to stay away from the farm until the operatives told him whether or not he would be allowed to farm this year.,SAF attack,Attack,Terrorism,OAG,Civilians,0
4/30/2021,18,30.04.2021 - 06.05.2021,11:00,BORNO,NGANZAI,GASARWA,MONGUNO - GAJIRAM RD,12.61999989,13.33349991,"OAG operatives with rifles set up an *IVCP* along the road. The operatives fired shots at one commercial vehicle that refused to stop at the VCP.  As a result, the driver and one male passenger were killed and the vehicle was damaged.",IVCP,Attack,Terrorism,OAG,Civilians,0
4/30/2021,18,30.04.2021 - 06.05.2021,12:00,BORNO,KONDUGA,MELERI GANA,,11.59356022,13.50230026,OAG operatives with rifles fired shots into the air and rustled cattle from civilians.,Warning shots,Theft,Terrorism,OAG,Civilians,0
4/30/2021,18,30.04.2021 - 06.05.2021,14:00,YOBE,GUJBA,BUNI YADI,,11.27612495,12.00770664,Vigilantes apprehended *arrest* *arrest* and recovered foodstuff from a male criminal that had *theft / mugging*n it from a residence at Railway area earlier that night.,Arrest/Detention,Confine,Criminality,Government Forces,Criminals,0
4/30/2021,18,30.04.2021 - 06.05.2021,15:00,BORNO,DAMBOA,SHAWA,,10.85261154,13.12122536,OAG operatives with rifles and canes flogged and injured six male civilians that went to dredge sand and warned them to stop coming to that area. The operatives also damaged the tyres of the truck.,Execution,Attack,Terrorism,OAG,Civilians,0
4/30/2021,18,30.04.2021 - 06.05.2021,15:00,ADAMAWA,MUBI SOUTH,MUBI,,10.24750042,13.25570011,A male criminal *theft / mugging* a mobile phone from a civilian in a mosque.,Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
4/30/2021,18,30.04.2021 - 06.05.2021,15:00,BORNO,MAGUMERI,KARNOWA,MAIDUGURI - GAJIRAM RD,12.14000034,13.07359982,OAG operatives with rifles set up an *IVCP* along the road. The outcome of the VCP was unknown.,IVCP,Confine,Terrorism,OAG,Civilians,0
4/30/2021,18,30.04.2021 - 06.05.2021,16:00,BORNO,DAMBOA,BULA NJIMBAM,,11.19859028,12.61394501,A male civilian stepped on an  ISWAP  road-planted IED. The explosion killed him and injured two other male civilians walking with him. ISWAP claimed to have attacked a GF convoy via Amaq on 02.05.2021. ,RSIED attack,Attack,Terrorism,OAG,Civilians,0
4/30/2021,18,30.04.2021 - 06.05.2021,17:00,BORNO,MMC/JERE,AZAYA,,11.95530987,13.34043026,"Vigilantes during an operation made contact with OAG operatives, prompting the operatives to return fire. The exchange lasted for several minutes until the operatives retreated. During the armed clash, vigilantes shot and killed one operative and seized his rifle.",SAF attack,Attack,Armed Conflict,Government Forces,OAG,0
4/30/2021,18,30.04.2021 - 06.05.2021,19:00,GOMBE,YAMALTU/DEBA,DEBA,,10.21710014,11.36629963,Two male criminals armed with sticks standing along a secondary road injured a commercial motorcycle rider and robbed him of his motorcycle.,Armed Robbery,Theft,Criminality,Criminals,Civilians,0
4/30/2021,18,30.04.2021 - 06.05.2021,20:00,YOBE,GUJBA,BUNI YADI,,11.27612495,12.00770664,A male criminal entered a shop and *theft / mugging* foodstuff while the owner was praying. GF/NPF arrested the criminal on 01.04.2021.,Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
4/30/2021,18,30.04.2021 - 06.05.2021,21:00,ADAMAWA,YOLA SOUTH,YOLA,,9.197899818,12.4982996,"‘Shilla’ gang members armed with knives set up an *IVCP* along the secondary road. They stopped two motorised tricycles in transit, robbed two male passengers of money and other valuables, injuring them.",Armed Robbery,Theft,Criminality,Criminals,Civilians,0
4/30/2021,18,30.04.2021 - 06.05.2021,23:00,BORNO,MAFA,KOSHEBE,,11.97640038,13.3178997,"OAG operatives with rifles attempted to *theft / mugging* construction materials from an uncomplete building. Nearby GF/NA sighted and exchanged fire with them. During the armed clash, GF shot and killed one operative while others fled.",Theft/Mugging,Theft,Terrorism,OAG,Civilians,0
05/01/2021,18,30.04.2021 - 06.05.2021,03:00,ADAMAWA,MUBI NORTH,MUBI,,10.26595974,13.27225018,Criminals *burlary* a private residence and *theft / mugging* five mobile phones.,Burglary,Theft,Criminality,Criminals,Civilians,0
05/01/2021,18,30.04.2021 - 06.05.2021,09:00,YOBE,GUJBA,BUNI YADI,,11.27612495,12.00770664,"Following a tip-off, GF/NPF arrested a male criminal that had *theft / mugging*n foodstuff from a shop in Bakin Kasuwa on 30.04.21.",Arrest/Detention,Confine,Criminality,Government Forces,Criminals,0
05/01/2021,18,30.04.2021 - 06.05.2021,10:00,BORNO,GWOZA,GWOZA,,11.08308983,13.69416428,"Following a tip-off, GF/NA conducted a cordon and search operation in the IDP camp. No arrests or recoveries were made.",Arrest/Detention,Confine,Armed Conflict,Government Forces,Civilians,0
05/01/2021,18,30.04.2021 - 06.05.2021,11:00,ADAMAWA,MUBI SOUTH,MUBI,,10.25959969,13.27960014,"A male criminal *burlary* a store and *theft / mugging* valuables. While leaving, nearby civilians apprehended *arrest* *arrest* him, recovered the *theft / mugging*n items and handed over the criminal to GF/NPF. ",Burglary,Theft,Criminality,Criminals,Civilians,0
05/01/2021,18,30.04.2021 - 06.05.2021,16:00,BORNO,GWOZA,GWOZA,,11.08308983,13.69416428,"Following a tip-off, GF/NA conducted a cordon and search operation, arrested seven suspected OAG operatives and seized seven locally-made handguns.",Arrest/Detention,Confine,Armed Conflict,Government Forces,OAG,0
05/01/2021,18,30.04.2021 - 06.05.2021,17:00,BORNO,GWOZA,GWOZA,,11.08308983,13.69416428,GF/NA fired one heavy *artillery engagement* projectile and HMGs towards Fadagwe axis upon sighting suspected OAG movements.,Artillery engagement,Attack,Armed Conflict,Government Forces,OAG,0
05/01/2021,18,30.04.2021 - 06.05.2021,18:00,BORNO,KALA/BALGE,RANN,,12.27002621,14.46551418," ISWAP  operatives with rifles aboard several light trucks mounted with HMGs approached the town through two different axes: one group approached through the eastern axis and the other through Ngala-Rann axis, prompting GF to return fire. The exchange lasted for several minutes until GF eventually deployed Close Air Support (CAS) prompting the operatives to retreat. During the armed clash, GF damaged two OAG vehicles, while the operatives shot and injured two GF/CJTF members. Additionally, one child was killed and three male civilians were injured by stray bullets. ISWAP claimed the attack via Amaq on 03.05.2021.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
05/01/2021,18,30.04.2021 - 06.05.2021,19:00,YOBE,YUNUSARI,KANAMMA,,13.09939957,12.10779953," ISWAP  operatives with rifles aboard several light trucks mounted with HMGs attacked a GF/NA base on the outskirts of the town, prompting GF to exchange fire with them for several minutes and eventually vacate their base. During the armed clash, the operatives shot and killed 13 GF members (10 GF/NA and three GF/NPF), injured three and Kidnap/Kidnap/Abductionion three others, *theft / mugging* three GF vehicles and weaponry, and set on fire two GF vehicles (APCs) and the base. The operatives then proceeded to the town, set on fire the residence of the traditional leader, two vehicles and a GSM communication mast. ISWAP claimed the attack via Amaq 04.05.2021.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
05/01/2021,18,30.04.2021 - 06.05.2021,21:00,BORNO,KONDUGA,WUTURO,,11.63024044,13.38753986,Suspected OAG operatives entered a farm and *theft / mugging* crops.,Theft/Mugging,Theft,Terrorism,OAG,Civilians,0
05/01/2021,18,30.04.2021 - 06.05.2021,23:00,BORNO,KONDUGA,KAWURI,,11.57352161,13.5365715,OAG operatives with rifles approached the security trench and fired shots at a GF/NA position prompting GF to return fire. The exchange lasted for several minutes until the operatives retreated. No casualties were reported.,SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
05/01/2021,18,30.04.2021 - 06.05.2021,23:00,BORNO,KONDUGA,JAKANA,,11.83819962,12.75380039,"GF/NAF conducted airstrikes against suspected OAG operatives. During the airstrikes, GF killed at least three suspected operatives and destroyed two OAG vehicles.",Airstrike,Attack,Armed Conflict,Government Forces,OAG,0
05/02/2021,19,30.04.2021 - 06.05.2021,01:00,BORNO,MAFA,AJIRI,,11.97389984,13.71189976,"OAG operatives with rifles parked their vehicles on the outskirts of this location and attacked a GF/NA position on foot, prompting GF to respond. After a brief exchange of fire GF vacated their position. During the armed clash, the operatives killed five GF members and seized one APC, two GF vehicles and two hunters’ vehicles. At least five civilians were killed in the crossfire.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
05/02/2021,19,30.04.2021 - 06.05.2021,02:00,BORNO,NGALA,LOGOMANI,,12.19763184,14.02230358,"OAG operatives with rifles aboard several light trucks mounted with HMGs attacked a GF/NA position, prompting GF to return fire. The exchange lasted for several minutes until the operatives retreated. No casualties were reported.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
05/02/2021,19,30.04.2021 - 06.05.2021,02:00,ADAMAWA,MUBI SOUTH,MUBI,,10.25189972,13.28040028,Criminals *burlary* a residence and *theft / mugging* a generator.,Burglary,Theft,Criminality,Criminals,Civilians,0
05/02/2021,19,30.04.2021 - 06.05.2021,05:00,YOBE,DAMATURU,DAMATURU,,11.74699974,11.96080017,A male criminal sneaked into a mosque and *theft / mugging* mobile phone.,Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
05/02/2021,19,30.04.2021 - 06.05.2021,06:00,ADAMAWA,MUBI SOUTH,MUBI,,10.25020027,13.28250027,Criminals entered a construction site and *theft / mugging* construction materials. ,Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
05/02/2021,19,30.04.2021 - 06.05.2021,09:00,BORNO,NGANZAI,GAMBORI,MONGUNO - GAJIRAM RD,12.55809975,13.2961998,OAG operatives with rifles and two motorcycles set up an *IVCP* along the road. They fired shots at a commercial vehicle in transit after the driver refused to stop at the VCP. No casualties were reported.,IVCP,Attack,Terrorism,OAG,Civilians,0
05/02/2021,19,30.04.2021 - 06.05.2021,12:00,BORNO,MAFA,AJIRI,DIKWA - MAFA RD,11.97389984,13.71189976,GF/NA restricted vehicular movements along the road following an OAG attack earlier the same day.,Movement restriction,Rule,Hazardous,Government Forces,Civilians,0
05/02/2021,19,30.04.2021 - 06.05.2021,12:00,BORNO,BAMA,GONIRI,,11.50579834,13.67380142,OAG operatives with rifles  Kidnap/Abduction a male civilian while he was picking fruit in a garden on the outskirts of the town.,Kidnap/Abduction,Confine,Terrorism,OAG,Civilians,0
05/02/2021,19,30.04.2021 - 06.05.2021,16:00,YOBE,POTISKUM,POTISKUM,,11.71225548,11.07627487,Criminals *burlary* a residence and *theft / mugging* mobile phones.,Burglary,Theft,Criminality,Criminals,Civilians,0
05/02/2021,19,30.04.2021 - 06.05.2021,18:00,ADAMAWA,MUBI NORTH,MUBI,,10.26595974,13.27225018,Criminals freed two male civilians upon payment of an undisclosed ransom. The criminals had  Kidnap/Abductionion ped civilians from this area on 28.04.2021.,Hostage release,Rule,Criminality,Criminals,Civilians,0
05/02/2021,19,30.04.2021 - 06.05.2021,19:00,BORNO,KUKAWA,BARWATI,,12.79111099,13.67694378,Criminals armed with knives stabbed and killed a male civilian for unknown reason.,Knife attack,Attack,Criminality,Criminals,Civilians,0
05/02/2021,19,30.04.2021 - 06.05.2021,19:00,GOMBE,AKKO,AKKO,,10.28899097,10.97320366,Criminals armed with knives robbed a male civilian of his phone along a secondary road and injured him.,Armed Robbery,Theft,Criminality,Criminals,Civilians,0
05/02/2021,19,30.04.2021 - 06.05.2021,23:00,BORNO,MMC/JERE,MAIDUGURI,,11.86769962,13.24129963,"OAG operatives with rifles on foot infiltrated the area, fired shots into the air, robbed the occupants of six private residences of foodstuff, livestock and other valuables. While leaving, GF/CJTF together with GF/NA deployed, fired an RPG at the operatives and exchanged fire with them briefly until they retreated with the *theft / mugging*n items. No casualties were reported.",Warning shots,Theft,Terrorism,OAG,Civilians,0
05/03/2021,19,30.04.2021 - 06.05.2021,00:00,BORNO,KONDUGA,KONDUGA,,11.65331173,13.41786957,"OAG operatives with rifles and a female BBIED carrier attacked a GF position IVO Mandarari IDP Camp, prompting GF to return fire. The exchange lasted for several minutes until GF vacated their position. During the armed clash, the operatives shot and injured two GF members and seized GF weapons and communication equipment abandoned at the position. The BBIED carrier detonated her device killing only herself. ",SVIED attack,Attack,Armed Conflict,OAG,Government Forces,0
05/03/2021,19,30.04.2021 - 06.05.2021,00:00,ADAMAWA,SHELLENG,KEM,,9.649209976,11.97729969,"Criminals armed with handguns *burglary* into a residence, Kidnap and Kidnap/Abductionionped a male civilian and demanded a ransom.",Kidnap/Abduction,Confine,Criminality,Criminals,Civilians,0
05/03/2021,19,30.04.2021 - 06.05.2021,02:00,BORNO,KONDUGA,AMARWA,,11.72756958,13.30047035,"OAG operatives with rifles riding motorcycles attacked a GF position, prompting GF to return fire. The exchange lasted for several minutes until the operatives retreated. No casualties were reported.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
05/03/2021,19,30.04.2021 - 06.05.2021,08:00,BORNO,KONDUGA,SHETTIMARI,KONDUGA - BAMA RD,11.55539989,13.57050037,GF/NA recovered an OAG road-planted IED and safely disposed of it via controlled detonation.,IED/UXO/ERW recovery,Rule,Armed Conflict,Government Forces,OAG,0
05/03/2021,19,30.04.2021 - 06.05.2021,08:00,BORNO,MAFA,AJIRI,DIKWA - MAFA RD,11.97389984,13.71189976,GF/NA restricted vehicular movements along the road following an OAG attack.,Movement restriction,Rule,Hazardous,Government Forces,Civilians,0
